,Energy (kcal/mol)
struct_229,-53.130503963785
struct_230,-53.13160308652
struct_231,-53.1303934041
struct_232,-53.133403612107
struct_233,-53.128161041548
struct_234,-53.132283836481
struct_235,-53.130295535675
struct_236,-53.129985653214
struct_237,-53.125662353351
struct_238,-53.12502510355
struct_239,-53.126144541173
struct_240,-53.125257195768
struct_241,-53.130196144237
struct_242,-53.126295329899
struct_243,-53.122696813276
struct_244,-53.135043390132
struct_245,-53.130453357198
struct_246,-53.121634483138
struct_247,-53.134138689126
struct_248,-53.125631353577
struct_249,-53.126514046164
struct_250,-53.126745435929
struct_251,-53.133155056316
struct_252,-53.130546991813
struct_253,-53.124197967499
struct_254,-53.131807783699
struct_255,-53.126726712582
struct_256,-53.123828311303
struct_257,-53.128334835434
struct_258,-53.128084068065
struct_259,-53.130395985197
struct_260,-53.131806583141
struct_261,-53.123262337731
struct_262,-53.124531653219
struct_263,-53.125872058979
struct_264,-53.131664646031
struct_265,-53.125805587433
struct_266,-53.11973447925
struct_267,-53.133696109778
struct_268,-53.128636271604
struct_269,-53.124131409156
struct_270,-53.129374463135
struct_271,-53.129876115101
struct_272,-53.12809285952
struct_273,-53.131611048454
struct_274,-53.127265208471
struct_275,-53.12628897004
struct_276,-53.127481981614
struct_277,-53.127316160774
struct_278,-53.131978747283
struct_279,-53.124927123956
struct_280,-53.130558364193
struct_281,-53.128368335904
struct_282,-53.135393821336
struct_283,-53.131852048261
struct_284,-53.120755327007
struct_285,-53.131751094361
struct_286,-53.123235091985
struct_287,-53.12656460354
struct_288,-53.134017779568
struct_289,-53.13053016275
struct_290,-53.128610623217
struct_291,-53.131285522881
struct_292,-53.125799134842
struct_293,-53.12116799157
struct_294,-53.12734829836
struct_295,-53.132119525709
struct_296,-53.12371161346
struct_297,-53.125162860472
struct_298,-53.126040921594
struct_299,-53.121913839636
struct_300,-53.129713185431
struct_301,-53.133923536234
struct_302,-53.123628296247
struct_303,-53.12486203818
struct_304,-53.131868402366
struct_305,-53.116325373722
struct_306,-53.124014498993
struct_307,-53.125866025399
struct_308,-53.125755677671
struct_309,-53.124599944446
struct_310,-53.125128054346
struct_311,-53.122996582957
struct_312,-53.127279033002
struct_313,-53.132107898756
struct_314,-53.128193992298
struct_315,-53.133125698061
struct_316,-53.125793340439
struct_317,-53.124504856886
struct_318,-53.13478291318
struct_319,-53.126700165051
struct_320,-53.122089126778
struct_321,-53.121828165257
struct_322,-53.129733907044
struct_323,-53.129346166886
struct_324,-53.124433225812
struct_325,-53.130853624113
struct_326,-53.131224298882
struct_327,-53.133208999031
struct_328,-53.127527190935
struct_329,-53.128586890186
struct_330,-53.135801626786
struct_331,-53.134997980239
struct_332,-53.12625124429
struct_333,-53.134521421863
struct_334,-53.12353084028
struct_335,-53.129736048006
struct_336,-53.126564251288
struct_337,-53.124220859605
struct_338,-53.119734069673
struct_339,-53.135952394593
struct_340,-53.12735469223
struct_341,-53.130857818096
struct_342,-53.130194039962
struct_343,-53.119897610953
struct_344,-53.127567195289
struct_345,-53.12384819716
struct_346,-53.12533505459
struct_347,-53.121916887005
struct_348,-53.128054666001
struct_349,-53.120624931298
struct_350,-53.129028304975
struct_351,-53.127029233636
struct_352,-53.123612898079
struct_353,-53.130623182416
struct_354,-53.126981409013
struct_355,-53.128523919712
struct_356,-53.124017600794
struct_357,-53.130518011807
struct_358,-53.127233943229
struct_359,-53.121364336182
struct_360,-53.132227577656
struct_361,-53.124084061896
struct_362,-53.125752371469
struct_363,-53.131048079819
struct_364,-53.130151941181
struct_365,-53.127276776662
struct_366,-53.123290655929
struct_367,-53.124233032447
struct_368,-53.140252267196
struct_369,-53.121804487069
struct_370,-53.128373199689
struct_371,-53.13062171073
struct_372,-53.126782259238
struct_373,-53.123273413541
struct_374,-53.124566366188
struct_375,-53.122697582395
struct_376,-53.122898949366
struct_377,-53.123855342199
struct_378,-53.130379145234
struct_379,-53.126406709978
struct_380,-53.135494910889
struct_381,-53.12847728034
struct_382,-53.127078395392
struct_383,-53.128954702693
struct_384,-53.126440203731
struct_385,-53.131442560297
struct_386,-53.131741036264
struct_387,-53.12667341741
struct_388,-53.130872242139
struct_389,-53.13411734338
struct_390,-53.125691748305
struct_391,-53.125871371324
struct_392,-53.13097165953
struct_393,-53.118225258072
struct_394,-53.122659332304
struct_395,-53.133609772581
struct_396,-53.130226889708
struct_397,-53.123724437179
struct_398,-53.126983730004
struct_399,-53.13411679557
struct_400,-53.122400351083
struct_401,-53.116217066239
struct_402,-53.122660876056
struct_403,-53.130694138584
struct_404,-53.130058754889
struct_405,-53.132145215837
struct_406,-53.125552759602
struct_407,-53.124653288199
struct_408,-53.131554022305
struct_409,-53.127334060604
struct_410,-53.121320897521
struct_411,-53.1309581018
struct_412,-53.129388545401
struct_413,-53.128554595795
struct_414,-53.133023132164
struct_415,-53.129910131101
struct_416,-53.129063415749
struct_417,-53.12330671591
struct_418,-53.121749886599
struct_419,-53.135543010708
struct_420,-53.121502718084
struct_421,-53.133431719675
struct_422,-53.125889980799
struct_423,-53.126385986469
struct_424,-53.132097802585
struct_425,-53.121331469206
struct_426,-53.130488448531
struct_427,-53.129918651069
struct_428,-53.130111101376
struct_429,-53.131250861698
struct_430,-53.130085123296
struct_431,-53.135057043655
struct_432,-53.131516830824
struct_433,-53.12401184847
struct_434,-53.12871224261
struct_435,-53.128716702476
struct_436,-53.130413532527
struct_437,-53.121530534794
struct_438,-53.137498260313
struct_439,-53.126624907091
struct_440,-53.127324884657
struct_441,-53.122604747677
struct_442,-53.124282678903
struct_443,-53.121423469051
struct_444,-53.121577458679
struct_445,-53.127667733686
struct_446,-53.124092319144
struct_447,-53.132236897735
struct_448,-53.130643115633
struct_449,-53.127883827253
struct_450,-53.130208373786
struct_451,-53.122378890404
struct_452,-53.127482363686
struct_453,-53.126518696235
struct_454,-53.126569564538
struct_455,-53.131917476242
struct_456,-53.126613878125
struct_457,-53.128440029742
struct_458,-53.126447300755
struct_459,-53.128560776038
struct_460,-53.132985151312
struct_461,-53.124982134138
struct_462,-53.122771415854
struct_463,-53.124079878286
struct_464,-53.130289609747
struct_465,-53.124074087175
struct_466,-53.124008109994
struct_467,-53.127390981154
struct_468,-53.131563359405
struct_469,-53.12501141887
struct_470,-53.121969960811
struct_471,-53.129406702353
struct_472,-53.128838630865
struct_473,-53.121995418304
struct_474,-53.131263321837
struct_475,-53.130144069753
struct_476,-53.128264941328
struct_477,-53.121028592076
struct_478,-53.132204002161
struct_479,-53.12711893222
struct_480,-53.117605565399
struct_481,-53.131916984174
struct_482,-53.131937760566
struct_483,-53.124678060479
struct_484,-53.12511112097
struct_485,-53.129439508382
struct_486,-53.122420251466
struct_487,-53.129860895674
struct_488,-53.124983641635
struct_489,-53.124609339551
struct_490,-53.125508768174
struct_491,-53.131870883233
struct_492,-53.120629831332
struct_493,-53.127139258163
struct_494,-53.130394342037
struct_495,-53.128476311157
struct_496,-53.127935544566
struct_497,-53.128325034748
struct_498,-53.131530510627
struct_499,-53.12583519779
struct_500,-53.134155395839
struct_501,-53.127323976392
struct_502,-53.132574835232
struct_503,-53.1264494163
struct_504,-53.121309288783
struct_505,-53.124405820084
struct_506,-53.126664702019
struct_507,-53.126300254285
struct_508,-53.125324362485
struct_509,-53.134678238181
struct_510,-53.134875079283
struct_511,-53.118750333043
struct_512,-53.131135630573
struct_513,-53.133016503272
struct_514,-53.128056905913
struct_515,-53.120131921772
struct_516,-53.125830317296
struct_517,-53.128918163161
struct_518,-53.123392416993
struct_519,-53.123241340713
struct_520,-53.131951524283
struct_521,-53.129913906473
struct_522,-53.130739697845
struct_523,-53.13012617966
struct_524,-53.127055720148
struct_525,-53.128953865365
struct_526,-53.138766813504
struct_527,-53.126928859504
struct_528,-53.12965433564
struct_529,-53.12789261911
struct_530,-53.127816914557
struct_531,-53.1263177631
struct_532,-53.118906627167
struct_533,-53.129086262901
struct_534,-53.122570154869
struct_535,-53.12382523724
struct_536,-53.12850481436
struct_537,-53.123536827309
struct_538,-53.128863600169
struct_539,-53.128095393087
struct_540,-53.130715483681
struct_541,-53.128567821125
struct_542,-53.126355527727
struct_543,-53.124301570742
struct_544,-53.126849183982
struct_545,-53.120229529562
struct_546,-53.13253564622
struct_547,-53.12409903628
struct_548,-53.125205381807
struct_549,-53.125152064927
struct_550,-53.123104857618
struct_551,-53.127634530629
struct_552,-53.123987490212
struct_553,-53.121096697507
struct_554,-53.136125606384
struct_555,-53.129519813384
struct_556,-53.126139147835
struct_557,-53.126747697887
struct_558,-53.12787883733
struct_559,-53.123861232205
struct_560,-53.132160911259
struct_561,-53.130828847541
struct_562,-53.125502398722
struct_563,-53.128367348862
struct_564,-53.124281407395
struct_565,-53.12113016335
struct_566,-53.132390181844
struct_567,-53.122965489535
struct_568,-53.128582984707
struct_569,-53.128268536547
struct_570,-53.131987725409
struct_571,-53.116458797744
struct_572,-53.127276050722
struct_573,-53.127539051958
struct_574,-53.124679918747
struct_575,-53.125823405283
struct_576,-53.130245378979
struct_577,-53.126178320658
struct_578,-53.130239917089
struct_579,-53.125858402742
struct_580,-53.131116154771
struct_581,-53.132247616448
struct_582,-53.123781054635
struct_583,-53.132455221803
struct_584,-53.123136522144
struct_585,-53.133520778955
struct_586,-53.126430273236
struct_587,-53.136200456633
struct_588,-53.129487355852
struct_589,-53.121669036628
struct_590,-53.132499256845
struct_591,-53.127822745601
struct_592,-53.124242191721
struct_593,-53.131529553569
struct_594,-53.132872697069
struct_595,-53.122875255513
struct_596,-53.128390770793
struct_597,-53.125429533177
struct_598,-53.131214955381
struct_599,-53.130354955384
struct_600,-53.126274508727
struct_601,-53.123102670869
struct_602,-53.122778855944
struct_603,-53.123897937841
struct_604,-53.124961183684
struct_605,-53.129292422153
struct_606,-53.129689258862
struct_607,-53.12267200126
struct_608,-53.122437546769
struct_609,-53.131295109398
struct_610,-53.121631125808
struct_611,-53.127131874011
struct_612,-53.121761466962
struct_613,-53.121125129911
struct_614,-53.130423595531
struct_615,-53.124049322509
struct_616,-53.125833603098
struct_617,-53.125439147365
struct_618,-53.134853564531
struct_619,-53.125517076339
struct_620,-53.127919609438
struct_621,-53.127205015466
struct_622,-53.122650332551
struct_623,-53.132905333044
struct_624,-53.127632878964
struct_625,-53.133476469413
struct_626,-53.127902974147
struct_627,-53.133037079964
struct_628,-53.120155219302
struct_629,-53.125627701856
struct_630,-53.132796944886
struct_631,-53.128865088713
struct_632,-53.131706745657
struct_633,-53.130894329673
struct_634,-53.123290785873
struct_635,-53.129194269789
struct_636,-53.121868897457
struct_637,-53.12968837934
struct_638,-53.128982069815
struct_639,-53.128756906918
struct_640,-53.129730456909
struct_641,-53.123471371504
struct_642,-53.126135375786
struct_643,-53.123244764624
struct_644,-53.127509892607
struct_645,-53.127761381001
struct_646,-53.131146445005
struct_647,-53.134183737338
struct_648,-53.124338830211
struct_649,-53.136035573394
struct_650,-53.126138900437
struct_651,-53.124858929613
struct_652,-53.126313402223
struct_653,-53.132400062825
struct_654,-53.130814379669
struct_655,-53.134918058375
struct_656,-53.125172783766
struct_657,-53.124691503997
struct_658,-53.128345301901
struct_659,-53.130808301573
struct_660,-53.128199920573
struct_661,-53.128408520617
struct_662,-53.12268360068
struct_663,-53.124311573839
struct_664,-53.124065770358
struct_665,-53.123491294801
struct_666,-53.129683600288
struct_667,-53.127521679696
struct_668,-53.122707641011
struct_669,-53.121334287548
struct_670,-53.123444338068
struct_671,-53.132364538454
struct_672,-53.131927408421
struct_673,-53.127692771987
struct_674,-53.124700289243
struct_675,-53.12374270632
struct_676,-53.12689775194
struct_677,-53.12918419604
struct_678,-53.125812282253
struct_679,-53.130107461629
struct_680,-53.130003756812
struct_681,-53.121401024963
struct_682,-53.130552085937
struct_683,-53.123377634297
struct_684,-53.12852088472
struct_685,-53.127568324927
struct_686,-53.135261296926
struct_687,-53.131822852622
struct_688,-53.119908108489
struct_689,-53.128931077329
struct_690,-53.122984864491
struct_691,-53.127848186632
struct_692,-53.129560290677
struct_693,-53.11708301059
struct_694,-53.129963591635
struct_695,-53.129651400084
struct_696,-53.126851443424
struct_697,-53.125742965975
struct_698,-53.132252085061
struct_699,-53.126632403317
struct_700,-53.127818013192
struct_701,-53.123737062986
struct_702,-53.13005793918
struct_703,-53.127125399637
struct_704,-53.124943956918
struct_705,-53.131283819052
struct_706,-53.120979403143
struct_707,-53.126476962727
struct_708,-53.125381753679
struct_709,-53.126388966986
struct_710,-53.130655375087
struct_711,-53.124088517226
struct_712,-53.130434548376
struct_713,-53.131032171688
struct_714,-53.119418132756
struct_715,-53.12502614275
struct_716,-53.121907528684
struct_717,-53.126790440242
struct_718,-53.141086680881
struct_719,-53.123748330787
struct_720,-53.12647415012
struct_721,-53.125649520707
struct_722,-53.123362519657
struct_723,-53.13429624435
struct_724,-53.123000411858
struct_725,-53.12866105584
struct_726,-53.133004595872
struct_727,-53.123776256603
struct_728,-53.125191356914
struct_729,-53.124512391888
struct_730,-53.12548665537
struct_731,-53.13442801409
struct_732,-53.126515230989
struct_733,-53.131913652727
struct_734,-53.120906143306
struct_735,-53.122722839194
struct_736,-53.130702574359
struct_737,-53.123351975228
struct_738,-53.127637473444
struct_739,-53.132439504943
struct_740,-53.123458257406
struct_741,-53.128359065834
struct_742,-53.126628152009
struct_743,-53.1248429288
struct_744,-53.125933121252
struct_745,-53.124908442755
struct_746,-53.126514335824
struct_747,-53.132262736387
struct_748,-53.124000718596
struct_749,-53.130585993596
struct_750,-53.123896305907
struct_751,-53.12414601937
struct_752,-53.127943263233
struct_753,-53.122452276735
struct_754,-53.129251186025
struct_755,-53.129840930331
struct_756,-53.126955724864
struct_757,-53.124186263668
struct_758,-53.128710512109
struct_759,-53.129260005328
struct_760,-53.131961853586
struct_761,-53.127676494927
struct_762,-53.134123904831
struct_763,-53.12539136585
struct_764,-53.124181793631
struct_765,-53.139478546547
struct_766,-53.123840714798
struct_767,-53.121083276333
struct_768,-53.129660200523
struct_769,-53.130235621809
struct_770,-53.126799244006
struct_771,-53.122366327014
struct_772,-53.131157019649
struct_773,-53.124173269682
struct_774,-53.132085314683
struct_775,-53.133397286967
struct_776,-53.133607890206
struct_777,-53.127216223088
struct_778,-53.133517607781
struct_779,-53.124122987789
struct_780,-53.132278470069
struct_781,-53.130864187459
struct_782,-53.11973536485
struct_783,-53.12646582845
struct_784,-53.129017754393
struct_785,-53.130791117335
struct_786,-53.120688914006
struct_787,-53.124531128568
struct_788,-53.131115279943
struct_789,-53.124624625391
struct_790,-53.122380671459
struct_791,-53.130228703859
struct_792,-53.127403680919
struct_793,-53.129455858031
struct_794,-53.129460953138
struct_795,-53.119934291823
struct_796,-53.130580628827
struct_797,-53.126639477602
struct_798,-53.126999622178
struct_799,-53.133303325472
struct_800,-53.123802216419
struct_801,-53.127189492921
struct_802,-53.122096409723
struct_803,-53.135497184199
struct_804,-53.127774870236
struct_805,-53.119493671758
struct_806,-53.127530912194
struct_807,-53.131116506937
struct_808,-53.130421827109
struct_809,-53.124366165002
struct_810,-53.128497223356
struct_811,-53.12320138707
struct_812,-53.133552939366
struct_813,-53.122023395543
struct_814,-53.128895336424
struct_815,-53.122606686064
struct_816,-53.121179131165
struct_817,-53.130469477465
struct_818,-53.123775690017
struct_819,-53.123580954116
struct_820,-53.126289252326
struct_821,-53.132263726483
struct_822,-53.132945687574
struct_823,-53.132258613641
struct_824,-53.124776401946
struct_825,-53.12746376111
struct_826,-53.129554340466
struct_827,-53.126851304061
struct_828,-53.126869761839
struct_829,-53.129836808246
struct_830,-53.129193712974
struct_831,-53.130337859042
struct_832,-53.126342223022
struct_833,-53.130751211023
struct_834,-53.129035093061
struct_835,-53.127867277942
struct_836,-53.128737023252
struct_837,-53.130881382067
struct_838,-53.126182995994
struct_839,-53.121330391602
struct_840,-53.13514106475
struct_841,-53.128170044966
struct_842,-53.124860450155
struct_843,-53.12597989756
struct_844,-53.124772794048
struct_845,-53.129402005087
struct_846,-53.128309493673
struct_847,-53.132017739025
struct_848,-53.120193353773
struct_849,-53.131160312518
struct_850,-53.132376505264
struct_851,-53.126184366522
struct_852,-53.124545795596
struct_853,-53.128257938371
struct_854,-53.127156536098
struct_855,-53.125901251969
struct_856,-53.127541746809
struct_857,-53.125966865126
struct_858,-53.122938663218
struct_859,-53.126888659879
struct_860,-53.121409095981
struct_861,-53.126289696974
struct_862,-53.120121186539
struct_863,-53.121193520819
struct_864,-53.128131039438
struct_865,-53.125949826377
struct_866,-53.125796567979
struct_867,-53.124171445768
struct_868,-53.126448079696
struct_869,-53.123066922148
struct_870,-53.130612104339
struct_871,-53.126025637818
struct_872,-53.131069892379
struct_873,-53.128519445996
struct_874,-53.133356707029
struct_875,-53.12939431507
struct_876,-53.124533424313
struct_877,-53.131060001137
struct_878,-53.124545722175
struct_879,-53.134588177393
struct_880,-53.129938496419
struct_881,-53.131321530268
struct_882,-53.127877417833
struct_883,-53.132369784683
struct_884,-53.125033670554
struct_885,-53.124378403691
struct_886,-53.127986696606
struct_887,-53.132898383125
struct_888,-53.126470766708
struct_889,-53.127585891107
struct_890,-53.128098257134
struct_891,-53.123505972584
struct_892,-53.124232053771
struct_893,-53.126600285226
struct_894,-53.132966701601
struct_895,-53.124706713923
struct_896,-53.128906468509
struct_897,-53.130805353339
struct_898,-53.118976165222
struct_899,-53.129249266545
struct_900,-53.123469948515
struct_901,-53.127315638813
struct_902,-53.124027541957
struct_903,-53.127119766902
struct_904,-53.130910257702
struct_905,-53.128205959472
struct_906,-53.121653480096
struct_907,-53.12815837038
struct_908,-53.123902757256
struct_909,-53.12113569054
struct_910,-53.132863729259
struct_911,-53.125852499893
struct_912,-53.131603046675
struct_913,-53.13005384371
struct_914,-53.135945483418
struct_915,-53.125246366546
struct_916,-53.123407422948
struct_917,-53.126059365817
struct_918,-53.129560710913
struct_919,-53.128539591169
struct_920,-53.13400132663
struct_921,-53.125282268998
struct_922,-53.126748333824
struct_923,-53.13409789168
struct_924,-53.123790377023
struct_925,-53.124428722094
struct_926,-53.121475440372
struct_927,-53.121976388435
struct_928,-53.135094270085
struct_929,-53.113307622861
struct_930,-53.131292682007
struct_931,-53.130831449725
struct_932,-53.122491785844
struct_933,-53.13250881648
struct_934,-53.133971000858
struct_935,-53.126336523596
struct_936,-53.125415161006
struct_937,-53.130668316706
struct_938,-53.128428053019
struct_939,-53.120404674361
struct_940,-53.132126321145
struct_941,-53.131047654349
struct_942,-53.127885409792
struct_943,-53.125193966766
struct_944,-53.131425569389
struct_945,-53.124691283965
struct_946,-53.130064744273
struct_947,-53.122970741051
struct_948,-53.123396701696
struct_949,-53.12846449617
struct_950,-53.129972002371
struct_951,-53.125014856407
struct_952,-53.130807964445
struct_953,-53.125279556596
struct_954,-53.123122718745
struct_955,-53.127982037817
struct_956,-53.133804884847
struct_957,-53.129833237821
struct_958,-53.127700298846
struct_959,-53.128198667704
struct_960,-53.131129917048
struct_961,-53.130079482882
struct_962,-53.129195665906
struct_963,-53.129257182681
struct_964,-53.132654062006
struct_965,-53.13089825052
struct_966,-53.123069413287
struct_967,-53.124007419355
struct_968,-53.129181078079
struct_969,-53.128597462118
struct_970,-53.132011020996
struct_971,-53.129679957927
struct_972,-53.125084519743
struct_973,-53.132565757808
struct_974,-53.125135699064
struct_975,-53.137523784313
struct_976,-53.128546360949
struct_977,-53.129134952703
struct_978,-53.127419856929
struct_979,-53.122933243993
struct_980,-53.122432149287
struct_981,-53.128439777188
struct_982,-53.128350120607
struct_983,-53.134498958956
struct_984,-53.128653818831
struct_985,-53.134022164232
struct_986,-53.128387959526
struct_987,-53.123318224823
struct_988,-53.135394596172
struct_989,-53.124216642686
struct_990,-53.123725742801
struct_991,-53.121381852661
struct_992,-53.124218412697
struct_993,-53.129431442002
struct_994,-53.123575605035
struct_995,-53.120280940337
struct_996,-53.127276246468
struct_997,-53.124683256638
struct_998,-53.124890134613
struct_999,-53.123376372594
struct_1000,-53.127291748224
struct_1001,-53.126759894113
struct_1002,-53.122312522525
struct_1003,-53.127419305634
struct_1004,-53.129299572779
struct_1005,-53.130616536396
struct_1006,-53.124795859422
struct_1007,-53.129790782791
struct_1008,-53.124240086151
struct_1009,-53.13443701389
struct_1010,-53.130550335148
struct_1011,-53.124508653622
struct_1012,-53.133602904025
struct_1013,-53.124228463263
struct_1014,-53.128502369561
struct_1015,-53.12246171962
struct_1016,-53.127304975803
struct_1017,-53.12506417015
struct_1018,-53.131753003265
struct_1019,-53.128047555666
struct_1020,-53.131142998632
struct_1021,-53.127646569309
struct_1022,-53.131832705599
struct_1023,-53.131023790176
struct_1024,-53.129220391954
struct_1025,-53.125570034946
struct_1026,-53.135983688199
struct_1027,-53.127807189995
struct_1028,-53.128062700182
struct_1029,-53.128938679639
struct_1030,-53.119485710316
struct_1031,-53.131915142122
struct_1032,-53.128219893478
struct_1033,-53.124680083699
struct_1034,-53.129205053931
struct_1035,-53.13391638713
struct_1036,-53.126260112428
struct_1037,-53.123772107979
struct_1038,-53.129191059986
struct_1039,-53.125113547754
struct_1040,-53.128438282198
struct_1041,-53.125233410806
