,Energy (kcal/mol)
struct_347,-48.309112408454
struct_348,-48.304603777043
struct_349,-48.311767578389
struct_350,-48.313669130429
struct_351,-48.312640682002
struct_352,-48.311138745426
struct_353,-48.305563195811
struct_354,-48.316869140372
struct_355,-48.310909429447
struct_356,-48.307554479226
struct_357,-48.310113635301
struct_358,-48.306442389742
struct_359,-48.309665003233
struct_360,-48.311945916794
struct_361,-48.309825235296
struct_362,-48.308999355623
struct_363,-48.310747904387
struct_364,-48.311657243065
struct_365,-48.309287196988
struct_366,-48.308969087837
struct_367,-48.309700055952
struct_368,-48.313415168145
struct_369,-48.301388405045
struct_370,-48.305516805716
struct_371,-48.313659543346
struct_372,-48.311022130503
struct_373,-48.304200741908
struct_374,-48.305814920002
struct_375,-48.311611151716
struct_376,-48.31106456252
struct_377,-48.304889134771
struct_378,-48.309309940525
struct_379,-48.31736146457
struct_380,-48.30269382256
struct_381,-48.309543326625
struct_382,-48.310852601984
struct_383,-48.314105376847
struct_384,-48.30553557983
struct_385,-48.305788296044
struct_386,-48.309284689779
struct_387,-48.307601987732
struct_388,-48.307287001966
struct_389,-48.307643195198
struct_390,-48.309352187735
struct_391,-48.310214100875
struct_392,-48.310673131916
struct_393,-48.313497999406
struct_394,-48.305944167646
struct_395,-48.30743906988
struct_396,-48.308904009361
struct_397,-48.310824538448
struct_398,-48.308131411266
struct_399,-48.312706564418
struct_400,-48.305627430693
struct_401,-48.307587534626
struct_402,-48.308911354478
struct_403,-48.305116067625
struct_404,-48.307235847623
struct_405,-48.307711607049
struct_406,-48.304320242054
struct_407,-48.315271942815
struct_408,-48.313170227158
struct_409,-48.307898519811
struct_410,-48.306808707472
struct_411,-48.308781732615
struct_412,-48.310597344547
struct_413,-48.310861293356
struct_414,-48.310697706143
struct_415,-48.309232635523
struct_416,-48.312017469486
struct_417,-48.31307208564
struct_418,-48.303072431171
struct_419,-48.311858568746
struct_420,-48.307866596177
struct_421,-48.312359344604
struct_422,-48.30896076434
struct_423,-48.308562050942
struct_424,-48.308221514641
struct_425,-48.312415051405
struct_426,-48.317715074509
struct_427,-48.30437093581
struct_428,-48.309080820005
struct_429,-48.30552691531
struct_430,-48.307967092592
struct_431,-48.316011711234
struct_432,-48.310780401942
struct_433,-48.306580080999
struct_434,-48.311467075651
struct_435,-48.316432706682
struct_436,-48.304899437276
struct_437,-48.310869754548
struct_438,-48.31062541587
struct_439,-48.311632386677
struct_440,-48.316734270817
struct_441,-48.310292835201
struct_442,-48.309387016889
struct_443,-48.310639873103
struct_444,-48.308341851099
struct_445,-48.309727469427
struct_446,-48.311839379549
struct_447,-48.31627705115
struct_448,-48.30949782748
struct_449,-48.31219074661
struct_450,-48.309960317274
struct_451,-48.306039823716
struct_452,-48.31705397901
struct_453,-48.305966833227
struct_454,-48.30776621712
struct_455,-48.317181625751
struct_456,-48.308028296096
struct_457,-48.308610670223
struct_458,-48.308204679243
struct_459,-48.307731151895
struct_460,-48.310068789079
struct_461,-48.312448176494
struct_462,-48.316756992745
struct_463,-48.307819748304
struct_464,-48.308626626954
struct_465,-48.308546507687
struct_466,-48.314156389896
struct_467,-48.31435165081
struct_468,-48.311226527762
struct_469,-48.310744255112
struct_470,-48.302458439934
struct_471,-48.306611489712
struct_472,-48.309312929218
struct_473,-48.310996838611
struct_474,-48.314470193305
struct_475,-48.31561135443
struct_476,-48.3188992213
struct_477,-48.30555335718
struct_478,-48.30175652681
struct_479,-48.302968850157
struct_480,-48.312146656386
struct_481,-48.313139808634
struct_482,-48.315548873738
struct_483,-48.311462009363
struct_484,-48.314391862848
struct_485,-48.302450028122
struct_486,-48.302773717506
struct_487,-48.309218163461
struct_488,-48.315505704156
struct_489,-48.31258013829
struct_490,-48.30883909992
struct_491,-48.311048167052
struct_492,-48.308944955507
struct_493,-48.30854678705
struct_494,-48.301273400276
struct_495,-48.309219215019
struct_496,-48.310815989812
struct_497,-48.310428314908
struct_498,-48.31673273554
struct_499,-48.313944628274
struct_500,-48.307069773212
struct_501,-48.301783264256
struct_502,-48.309624495532
struct_503,-48.303661394958
struct_504,-48.313363218319
struct_505,-48.314038725747
struct_506,-48.307321929447
struct_507,-48.308526281759
struct_508,-48.310503446324
struct_509,-48.30897686446
struct_510,-48.305076619554
struct_511,-48.307550993412
struct_512,-48.307443445262
struct_513,-48.312948366508
struct_514,-48.314487813851
struct_515,-48.312544197973
struct_516,-48.309692552426
struct_517,-48.299813128429
struct_518,-48.312444296851
struct_519,-48.317487170848
struct_520,-48.307361770927
struct_521,-48.310470922294
struct_522,-48.312233890065
struct_523,-48.307153859213
struct_524,-48.307031032282
struct_525,-48.309010604143
struct_526,-48.31227702789
struct_527,-48.313756278097
struct_528,-48.309367495566
struct_529,-48.314225955422
struct_530,-48.306236164746
struct_531,-48.307417402506
struct_532,-48.306510824435
struct_533,-48.308259026153
struct_534,-48.313515772843
struct_535,-48.310809524391
struct_536,-48.317162264052
struct_537,-48.308710083764
struct_538,-48.309807972932
struct_539,-48.305473890149
struct_540,-48.308006131227
struct_541,-48.311774142413
struct_542,-48.310663601928
struct_543,-48.313539186573
struct_544,-48.312132693795
struct_545,-48.306758642145
struct_546,-48.306564268142
struct_547,-48.303652928825
struct_548,-48.303952103564
struct_549,-48.309722772647
struct_550,-48.313451835026
struct_551,-48.309462886981
struct_552,-48.306921476343
struct_553,-48.306354426921
struct_554,-48.303913191908
struct_555,-48.311081630408
struct_556,-48.312959293376
struct_557,-48.308672845651
struct_558,-48.308487558677
struct_559,-48.313558556917
struct_560,-48.311568893268
struct_561,-48.303979385159
struct_562,-48.311652778917
struct_563,-48.305288208557
struct_564,-48.313788732895
struct_565,-48.304883246227
struct_566,-48.309956439657
struct_567,-48.309859597718
struct_568,-48.316366868048
struct_569,-48.30796806711
struct_570,-48.299211983272
struct_571,-48.315983872826
struct_572,-48.306626230771
struct_573,-48.311866753132
struct_574,-48.309386195689
struct_575,-48.312769451442
struct_576,-48.31025276673
struct_577,-48.3103773519
struct_578,-48.309512898494
struct_579,-48.302837966675
struct_580,-48.314421782297
struct_581,-48.308402622825
struct_582,-48.31414536965
struct_583,-48.306261062103
struct_584,-48.307626812694
struct_585,-48.311885676349
struct_586,-48.310087099431
struct_587,-48.316271292709
struct_588,-48.305344805242
struct_589,-48.314128651219
struct_590,-48.30886657374
struct_591,-48.31363020046
struct_592,-48.309510161546
struct_593,-48.306029300364
struct_594,-48.30050622557
struct_595,-48.311888706785
struct_596,-48.321950735535
struct_597,-48.306203784496
struct_598,-48.311459515526
struct_599,-48.306558793752
struct_600,-48.308825696173
struct_601,-48.304276845984
struct_602,-48.313383055824
struct_603,-48.31021148787
struct_604,-48.307114797924
struct_605,-48.313261768897
struct_606,-48.313039353842
struct_607,-48.310764945468
struct_608,-48.30330914633
struct_609,-48.307019287219
struct_610,-48.308186237078
struct_611,-48.313343447962
struct_612,-48.312592870307
struct_613,-48.310799864445
struct_614,-48.310611906461
struct_615,-48.31110459642
struct_616,-48.305983167962
struct_617,-48.310848363535
struct_618,-48.313705727115
struct_619,-48.309433508027
struct_620,-48.307877161213
struct_621,-48.314388080057
struct_622,-48.313841283489
struct_623,-48.308110236244
struct_624,-48.305169415624
struct_625,-48.30906510644
struct_626,-48.310119963037
struct_627,-48.316140277886
struct_628,-48.309372875491
struct_629,-48.316889512668
struct_630,-48.310477638855
struct_631,-48.307953409521
struct_632,-48.308775917872
struct_633,-48.312791878079
struct_634,-48.313388209477
struct_635,-48.310525245037
struct_636,-48.31215312293
struct_637,-48.311748426942
struct_638,-48.307262518446
struct_639,-48.315855576232
struct_640,-48.311818342893
struct_641,-48.304268506594
struct_642,-48.308192437716
struct_643,-48.315549213746
struct_644,-48.309961150776
struct_645,-48.307282099793
struct_646,-48.309508352385
struct_647,-48.310332336909
struct_648,-48.309389168665
struct_649,-48.319340815921
struct_650,-48.308748140641
struct_651,-48.304654318587
struct_652,-48.308113655696
struct_653,-48.312503739633
struct_654,-48.30867581613
struct_655,-48.310445255654
struct_656,-48.307867178907
struct_657,-48.3118762907
struct_658,-48.303591908433
struct_659,-48.313011594874
struct_660,-48.307948322716
struct_661,-48.306498361673
struct_662,-48.311214004801
struct_663,-48.315432323456
struct_664,-48.30851788928
struct_665,-48.313396674566
struct_666,-48.305589412631
struct_667,-48.306022014587
struct_668,-48.311975473316
struct_669,-48.308494837244
struct_670,-48.309841341655
struct_671,-48.311033067982
struct_672,-48.310467447185
struct_673,-48.307734173229
struct_674,-48.311372960532
struct_675,-48.313705679749
struct_676,-48.30972072701
struct_677,-48.30741332948
struct_678,-48.309958976085
struct_679,-48.314401903802
struct_680,-48.314975684823
struct_681,-48.309521354138
struct_682,-48.308497753823
struct_683,-48.313747259195
struct_684,-48.318472876122
struct_685,-48.306971794136
struct_686,-48.312508770508
struct_687,-48.307829919349
struct_688,-48.305035056935
struct_689,-48.310530163436
struct_690,-48.311425254309
struct_691,-48.307959272402
struct_692,-48.304470241244
struct_693,-48.31654513454
struct_694,-48.304456002703
