,Energy (kcal/mol)
struct_245,-46.149078726796
struct_246,-46.155458764213
struct_247,-46.151921580511
struct_248,-46.156979279037
struct_249,-46.148984017829
struct_250,-46.154461959764
struct_251,-46.151317240764
struct_252,-46.148296830228
struct_253,-46.14675682196
struct_254,-46.154715134669
struct_255,-46.152070790155
struct_256,-46.148570146923
struct_257,-46.153973993176
struct_258,-46.147781761224
struct_259,-46.155284400743
struct_260,-46.153552904882
struct_261,-46.145132987967
struct_262,-46.150102954292
struct_263,-46.155325401695
struct_264,-46.152508719809
struct_265,-46.148435872395
struct_266,-46.153412349145
struct_267,-46.148336440735
struct_268,-46.153568973286
struct_269,-46.154312442594
struct_270,-46.151553883495
struct_271,-46.147316627508
struct_272,-46.1515006833
struct_273,-46.151029498852
struct_274,-46.15113457968
struct_275,-46.150377959421
struct_276,-46.153803435098
struct_277,-46.147478093351
struct_278,-46.148979581677
struct_279,-46.148726544177
struct_280,-46.149360078155
struct_281,-46.154354636058
struct_282,-46.152842697381
struct_283,-46.149403064573
struct_284,-46.149919417369
struct_285,-46.153734904697
struct_286,-46.151190433109
struct_287,-46.157395712776
struct_288,-46.14912743005
struct_289,-46.147536830009
struct_290,-46.151338869003
struct_291,-46.154763379523
struct_292,-46.150311575271
struct_293,-46.150785575538
struct_294,-46.154150707858
struct_295,-46.154203302624
struct_296,-46.150736437239
struct_297,-46.149064433346
struct_298,-46.151848370203
struct_299,-46.14963642962
struct_300,-46.153096316824
struct_301,-46.150914919112
struct_302,-46.148965379277
struct_303,-46.149128388201
struct_304,-46.152346159295
struct_305,-46.148930404133
struct_306,-46.154824102348
struct_307,-46.150075404652
struct_308,-46.149744032477
struct_309,-46.150650481697
struct_310,-46.151640802913
struct_311,-46.148156269113
struct_312,-46.152693413513
struct_313,-46.158099792462
struct_314,-46.153945909536
struct_315,-46.151542999702
struct_316,-46.149743776192
struct_317,-46.149458102859
struct_318,-46.151110180282
struct_319,-46.153889336972
struct_320,-46.154410371617
struct_321,-46.153558131076
struct_322,-46.146998102219
struct_323,-46.147982851082
struct_324,-46.153015848681
struct_325,-46.151819291342
struct_326,-46.153956713933
struct_327,-46.151187890058
struct_328,-46.148920090232
struct_329,-46.149699958758
struct_330,-46.149820681964
struct_331,-46.153010734468
struct_332,-46.150294219274
struct_333,-46.147830004956
struct_334,-46.148914744689
struct_335,-46.154669450481
struct_336,-46.150851306881
struct_337,-46.156375820265
struct_338,-46.153308691165
struct_339,-46.152346968958
struct_340,-46.150148608511
struct_341,-46.154041722389
struct_342,-46.15039581862
struct_343,-46.157835945517
struct_344,-46.150096844748
struct_345,-46.148451975839
struct_346,-46.14947133373
struct_347,-46.148329714785
struct_348,-46.153266771369
struct_349,-46.153013792439
struct_350,-46.153573610854
struct_351,-46.151075845826
struct_352,-46.153735077837
struct_353,-46.148937089896
struct_354,-46.15365895003
struct_355,-46.154098758268
struct_356,-46.150941915255
struct_357,-46.148643846492
struct_358,-46.152687817255
struct_359,-46.153358066114
struct_360,-46.152970135741
struct_361,-46.147574204896
struct_362,-46.151166076768
struct_363,-46.152785767235
struct_364,-46.146386971418
struct_365,-46.153727966271
struct_366,-46.152902857318
struct_367,-46.156293491704
struct_368,-46.150955331722
struct_369,-46.148453732665
struct_370,-46.148916957142
struct_371,-46.149949532077
struct_372,-46.14878036716
struct_373,-46.150972505614
struct_374,-46.15116564509
struct_375,-46.148737970051
struct_376,-46.147479318259
struct_377,-46.149144094043
struct_378,-46.15007422518
struct_379,-46.147604894755
struct_380,-46.154981152723
struct_381,-46.151224084897
struct_382,-46.149421139918
struct_383,-46.150645049308
struct_384,-46.147627108543
struct_385,-46.151621937273
struct_386,-46.1536508228
struct_387,-46.15051215901
struct_388,-46.149962141347
struct_389,-46.155612527612
struct_390,-46.154457261531
struct_391,-46.147825161985
struct_392,-46.150778402732
struct_393,-46.150373384197
struct_394,-46.149605904199
struct_395,-46.15205928801
struct_396,-46.14874806752
struct_397,-46.147368319374
struct_398,-46.148343893272
struct_399,-46.150644998527
struct_400,-46.148914188898
struct_401,-46.149120317278
struct_402,-46.156236429497
struct_403,-46.154633485517
struct_404,-46.151367046671
struct_405,-46.152883149212
struct_406,-46.1518264768
struct_407,-46.152837056237
struct_408,-46.150287783807
struct_409,-46.151195003797
struct_410,-46.153799379301
struct_411,-46.151289910217
struct_412,-46.147559883092
struct_413,-46.150399402753
struct_414,-46.15469827662
struct_415,-46.151612671647
struct_416,-46.152025004333
struct_417,-46.148766702567
struct_418,-46.149085234755
struct_419,-46.15678087092
struct_420,-46.150330594533
struct_421,-46.147411831115
struct_422,-46.150680329805
struct_423,-46.154526001484
struct_424,-46.151699024112
struct_425,-46.146790621158
struct_426,-46.155306250873
struct_427,-46.151117245432
struct_428,-46.150803051431
struct_429,-46.155509734202
struct_430,-46.146768197567
struct_431,-46.151860911118
struct_432,-46.153606658221
struct_433,-46.153273807189
struct_434,-46.15376498612
struct_435,-46.152319356561
struct_436,-46.151035304896
struct_437,-46.153687837159
struct_438,-46.151987759579
struct_439,-46.150260744412
struct_440,-46.152087958657
struct_441,-46.148740340566
struct_442,-46.151497271798
struct_443,-46.15140831966
struct_444,-46.150481920574
struct_445,-46.149138173737
struct_446,-46.150138115512
struct_447,-46.151732740875
struct_448,-46.146802098058
struct_449,-46.149091378507
struct_450,-46.151217356889
struct_451,-46.152491615593
struct_452,-46.149315208293
struct_453,-46.15631265004
struct_454,-46.155508238359
struct_455,-46.149778688722
struct_456,-46.149848851597
struct_457,-46.153808449512
struct_458,-46.153444034234
struct_459,-46.152650234163
struct_460,-46.156730433271
struct_461,-46.151426105809
struct_462,-46.148967166854
struct_463,-46.154712479611
struct_464,-46.150476006696
struct_465,-46.147525246255
struct_466,-46.151526638833
struct_467,-46.155524016118
struct_468,-46.148381288692
struct_469,-46.145577528393
struct_470,-46.153629869552
struct_471,-46.14795814506
struct_472,-46.152812523605
struct_473,-46.153866888496
struct_474,-46.149599329658
struct_475,-46.152052322001
struct_476,-46.150357717392
struct_477,-46.152120515401
struct_478,-46.148376825465
struct_479,-46.154037670461
struct_480,-46.157807872093
struct_481,-46.151479498186
struct_482,-46.149135308902
struct_483,-46.14840871883
struct_484,-46.152954717001
struct_485,-46.150652044546
struct_486,-46.153550429838
struct_487,-46.150360188058
struct_488,-46.150826219925
struct_489,-46.149010432523
struct_490,-46.149542910618
struct_491,-46.14865597681
struct_492,-46.149115136969
struct_493,-46.148124323741
struct_494,-46.152232578282
struct_495,-46.148515659891
struct_496,-46.146350776693
struct_497,-46.148285582891
struct_498,-46.151801539678
struct_499,-46.147649545959
struct_500,-46.147677394386
struct_501,-46.148905148174
struct_502,-46.149969953764
struct_503,-46.150409698596
struct_504,-46.153055567976
struct_505,-46.149875021058
struct_506,-46.149216010499
struct_507,-46.155382486642
struct_508,-46.153460709701
struct_509,-46.153663997205
struct_510,-46.152365265649
struct_511,-46.153331333203
struct_512,-46.156220559821
struct_513,-46.149961439569
struct_514,-46.153501499287
struct_515,-46.156165336835
struct_516,-46.148872821051
struct_517,-46.154034540161
struct_518,-46.151394841564
struct_519,-46.151873445833
struct_520,-46.148374260866
struct_521,-46.149613044407
struct_522,-46.153111510323
struct_523,-46.150631435333
struct_524,-46.150392629936
struct_525,-46.148583182241
struct_526,-46.153782781149
struct_527,-46.148187655156
struct_528,-46.151745032558
struct_529,-46.147888610573
struct_530,-46.15478455448
struct_531,-46.153778212247
struct_532,-46.147359029244
struct_533,-46.146953369575
struct_534,-46.151843619514
struct_535,-46.157279503371
struct_536,-46.151055422481
struct_537,-46.152282933926
struct_538,-46.155103438339
struct_539,-46.155044568701
struct_540,-46.151961569847
struct_541,-46.152917275577
struct_542,-46.155169098536
struct_543,-46.159956181535
struct_544,-46.152905485323
struct_545,-46.147043151537
struct_546,-46.153652872533
struct_547,-46.15547378249
struct_548,-46.155196450956
struct_549,-46.152014261965
struct_550,-46.150969381368
struct_551,-46.147244524786
struct_552,-46.150913694304
struct_553,-46.154703873882
struct_554,-46.154074715383
struct_555,-46.14727159898
struct_556,-46.147145849018
struct_557,-46.152750516499
struct_558,-46.154536726921
struct_559,-46.156120256494
struct_560,-46.149248670053
struct_561,-46.151309751199
struct_562,-46.156454734525
struct_563,-46.151540920852
struct_564,-46.14989212576
struct_565,-46.14977314589
struct_566,-46.153418377298
struct_567,-46.14993322224
struct_568,-46.153529325502
struct_569,-46.149182036132
struct_570,-46.154309647933
struct_571,-46.15077394114
struct_572,-46.150783725909
struct_573,-46.148165554314
struct_574,-46.150654342363
struct_575,-46.153118574697
struct_576,-46.154821305459
struct_577,-46.152558228515
struct_578,-46.149985363283
struct_579,-46.155917583066
struct_580,-46.153945291536
struct_581,-46.151703602932
struct_582,-46.151474353322
struct_583,-46.153056995031
struct_584,-46.151849821053
struct_585,-46.153938164594
struct_586,-46.15665027314
struct_587,-46.156240523112
struct_588,-46.15141294359
struct_589,-46.148055835717
struct_590,-46.148137879322
struct_591,-46.150722218129
struct_592,-46.150693675869
struct_593,-46.152012278113
struct_594,-46.152332199341
struct_595,-46.147317272845
struct_596,-46.152283738502
struct_597,-46.148125181486
struct_598,-46.149008347
struct_599,-46.154478050575
struct_600,-46.152034790156
struct_601,-46.146423685859
struct_602,-46.148878469049
struct_603,-46.152318039229
struct_604,-46.151297214318
struct_605,-46.150786706631
struct_606,-46.147030123591
struct_607,-46.150986215624
struct_608,-46.154425797667
struct_609,-46.152690923125
struct_610,-46.149976627359
struct_611,-46.152338013097
struct_612,-46.153132350822
struct_613,-46.151201650172
struct_614,-46.15310557502
struct_615,-46.153257338807
struct_616,-46.154248989006
struct_617,-46.149948669141
struct_618,-46.154144580311
struct_619,-46.15254561851
struct_620,-46.155188627157
struct_621,-46.15074735239
struct_622,-46.15174005331
struct_623,-46.152074337751
struct_624,-46.150922473428
struct_625,-46.151447354865
struct_626,-46.149937132297
struct_627,-46.15285689385
struct_628,-46.151174087109
struct_629,-46.153160748902
struct_630,-46.153144751287
struct_631,-46.151072995266
struct_632,-46.144889547401
struct_633,-46.151077883128
struct_634,-46.153183457044
struct_635,-46.15226129011
struct_636,-46.151771454813
struct_637,-46.149160362154
struct_638,-46.147043949478
struct_639,-46.152072003229
struct_640,-46.156879969129
struct_641,-46.152459587187
struct_642,-46.151555842085
struct_643,-46.147291412778
struct_644,-46.148838154983
struct_645,-46.154345325688
struct_646,-46.155305613406
struct_647,-46.151855196627
struct_648,-46.147178721158
struct_649,-46.148343701438
struct_650,-46.151914000275
struct_651,-46.153759915069
struct_652,-46.154252938616
struct_653,-46.153897343486
struct_654,-46.147613825984
struct_655,-46.151581943947
struct_656,-46.154708703516
struct_657,-46.153992790196
struct_658,-46.1494306244
struct_659,-46.148568418071
struct_660,-46.151672219382
struct_661,-46.153359540138
struct_662,-46.152688017139
struct_663,-46.150759901452
struct_664,-46.156945950358
struct_665,-46.152313931255
struct_666,-46.146153719382
struct_667,-46.150982313988
struct_668,-46.155128386017
struct_669,-46.148141323108
struct_670,-46.156182544331
struct_671,-46.151164517423
struct_672,-46.147473165671
struct_673,-46.154302615118
struct_674,-46.150161207299
struct_675,-46.152045285614
struct_676,-46.150432305555
struct_677,-46.150854199056
struct_678,-46.151119697088
struct_679,-46.153311524556
struct_680,-46.151917735454
struct_681,-46.151390740521
struct_682,-46.149627748344
struct_683,-46.150004438719
struct_684,-46.148567281797
struct_685,-46.151419214594
struct_686,-46.151088627546
struct_687,-46.152498559565
struct_688,-46.157693568122
struct_689,-46.150912927823
struct_690,-46.151257490723
struct_691,-46.153331397911
struct_692,-46.150978123805
struct_693,-46.149610618344
struct_694,-46.15498304293
struct_695,-46.149968245452
struct_696,-46.149759613958
struct_697,-46.153497936195
struct_698,-46.149345989711
struct_699,-46.150862792198
struct_700,-46.153227983237
struct_701,-46.15578397603
struct_702,-46.150207865745
struct_703,-46.150287618435
struct_704,-46.152912680405
struct_705,-46.14958499938
struct_706,-46.151489617085
struct_707,-46.15434188641
struct_708,-46.153268011408
struct_709,-46.152455802108
struct_710,-46.147471111282
struct_711,-46.142542571744
struct_712,-46.154966794334
struct_713,-46.152124811558
struct_714,-46.148246786189
struct_715,-46.148474509193
struct_716,-46.153315164763
struct_717,-46.154731557934
struct_718,-46.154561558354
struct_719,-46.146827715751
struct_720,-46.148768001083
struct_721,-46.15344631497
struct_722,-46.151039855271
struct_723,-46.148419024238
struct_724,-46.152971216268
struct_725,-46.151458472475
struct_726,-46.151667252333
struct_727,-46.147183019459
struct_728,-46.151505055787
struct_729,-46.154589156016
struct_730,-46.154861803762
struct_731,-46.149181231203
struct_732,-46.150115384921
struct_733,-46.152656963138
struct_734,-46.15684867517
struct_735,-46.151317362775
struct_736,-46.148554767909
struct_737,-46.153628304368
struct_738,-46.153414160985
struct_739,-46.150557164894
struct_740,-46.149432325643
struct_741,-46.154959891238
struct_742,-46.151074883828
struct_743,-46.151839316504
struct_744,-46.154205711593
struct_745,-46.152578776332
struct_746,-46.152117672592
struct_747,-46.151432650569
struct_748,-46.146882546849
struct_749,-46.15291563125
struct_750,-46.151629551379
struct_751,-46.151501147345
struct_752,-46.150805988095
struct_753,-46.151861249799
struct_754,-46.156113770445
struct_755,-46.1551657828
struct_756,-46.147831985942
struct_757,-46.148658391928
struct_758,-46.154884221
struct_759,-46.151448861351
struct_760,-46.151717595528
struct_761,-46.149529256682
struct_762,-46.151766213558
struct_763,-46.153952559782
struct_764,-46.152671586906
struct_765,-46.149096302413
struct_766,-46.150402479652
struct_767,-46.148059411416
struct_768,-46.153259635147
struct_769,-46.151931946562
struct_770,-46.151986869189
struct_771,-46.155548827476
struct_772,-46.149294864849
struct_773,-46.151861380122
struct_774,-46.151896518536
struct_775,-46.149508551642
struct_776,-46.150287928562
struct_777,-46.150119855179
struct_778,-46.151576380277
struct_779,-46.150762052351
struct_780,-46.151130046056
struct_781,-46.155212249482
struct_782,-46.150153135533
struct_783,-46.151095175542
struct_784,-46.148883753633
struct_785,-46.148019857954
struct_786,-46.15127905654
struct_787,-46.153023189495
struct_788,-46.148422164225
struct_789,-46.151910453273
struct_790,-46.151475587423
struct_791,-46.152606792157
struct_792,-46.150899350626
struct_793,-46.150912524926
struct_794,-46.147024650471
struct_795,-46.14841722862
struct_796,-46.153036041378
struct_797,-46.150935025707
struct_798,-46.151100005263
struct_799,-46.150595751545
struct_800,-46.151992339291
struct_801,-46.152429166478
struct_802,-46.151456012202
struct_803,-46.148978909193
struct_804,-46.153149223856
struct_805,-46.15334921561
struct_806,-46.153237671572
struct_807,-46.147608052502
struct_808,-46.153812570174
struct_809,-46.155160402285
struct_810,-46.147948469509
struct_811,-46.153907396283
struct_812,-46.153948497225
struct_813,-46.153826926305
struct_814,-46.153929653213
struct_815,-46.154417306311
struct_816,-46.151589190593
struct_817,-46.151639129816
struct_818,-46.150050711282
struct_819,-46.153396199532
struct_820,-46.151136420977
struct_821,-46.152572470711
struct_822,-46.15266748349
struct_823,-46.150091832507
struct_824,-46.155617849036
struct_825,-46.154367157488
struct_826,-46.149189679319
struct_827,-46.148166616465
struct_828,-46.151394295254
struct_829,-46.152669526495
struct_830,-46.151954100364
struct_831,-46.152955829782
struct_832,-46.152065907921
struct_833,-46.149420040678
struct_834,-46.152159657772
struct_835,-46.153500720123
struct_836,-46.151492762784
struct_837,-46.15400444231
struct_838,-46.151336130264
struct_839,-46.149628725622
struct_840,-46.151590877367
struct_841,-46.15761588151
struct_842,-46.153150936083
struct_843,-46.147134292519
struct_844,-46.149790086884
struct_845,-46.150086567674
struct_846,-46.150899425198
struct_847,-46.153091483943
struct_848,-46.145926906461
struct_849,-46.150420026916
struct_850,-46.156636335155
struct_851,-46.149988039627
struct_852,-46.150965079193
struct_853,-46.151615002537
struct_854,-46.152221615034
struct_855,-46.153865079184
struct_856,-46.153489763765
struct_857,-46.145696642831
struct_858,-46.149876410754
struct_859,-46.154311640012
struct_860,-46.150025379281
struct_861,-46.14899416679
struct_862,-46.150141193969
struct_863,-46.150868578327
struct_864,-46.14807458755
struct_865,-46.150630356487
struct_866,-46.151079235319
struct_867,-46.148495992513
struct_868,-46.153155780033
struct_869,-46.148049402392
struct_870,-46.14837987379
struct_871,-46.150279432009
struct_872,-46.149288693342
struct_873,-46.154483187709
struct_874,-46.155860093146
struct_875,-46.152490707179
struct_876,-46.147719548192
struct_877,-46.150967061494
struct_878,-46.154305034197
struct_879,-46.152605440781
struct_880,-46.155389543526
struct_881,-46.147909388942
struct_882,-46.149709546855
struct_883,-46.151081760178
struct_884,-46.147261701337
struct_885,-46.143674952875
struct_886,-46.153106803692
struct_887,-46.149797957578
struct_888,-46.151051288707
struct_889,-46.152173550389
struct_890,-46.150682550331
struct_891,-46.151928600624
struct_892,-46.152192648891
struct_893,-46.146846814071
struct_894,-46.151533931306
struct_895,-46.154241221927
struct_896,-46.149209832265
struct_897,-46.151506066434
struct_898,-46.152331968588
struct_899,-46.15543573373
struct_900,-46.151841593458
struct_901,-46.151239639996
struct_902,-46.157734156646
struct_903,-46.154513270675
struct_904,-46.148160000357
struct_905,-46.149702822934
struct_906,-46.149464537439
struct_907,-46.152905183159
struct_908,-46.151418685068
struct_909,-46.148102193792
struct_910,-46.149428525791
struct_911,-46.153639083386
struct_912,-46.150213274545
struct_913,-46.149518801551
struct_914,-46.152587627485
struct_915,-46.15537133235
struct_916,-46.153206517808
struct_917,-46.151709144148
struct_918,-46.147957595298
struct_919,-46.152613486391
struct_920,-46.156241572135
struct_921,-46.149826953283
struct_922,-46.151908385922
struct_923,-46.147549324248
struct_924,-46.148739322792
struct_925,-46.152178984568
struct_926,-46.151826193739
struct_927,-46.151343323338
struct_928,-46.153174116053
struct_929,-46.150889798276
struct_930,-46.155143349249
struct_931,-46.152310663039
struct_932,-46.145400534353
struct_933,-46.151564702379
struct_934,-46.156628810875
struct_935,-46.149653922188
struct_936,-46.156710042919
struct_937,-46.15169986128
struct_938,-46.148345374199
struct_939,-46.155682606667
struct_940,-46.151364888861
struct_941,-46.148490785016
struct_942,-46.155289865229
struct_943,-46.154601272838
struct_944,-46.14792068445
struct_945,-46.14958764293
struct_946,-46.154965674775
struct_947,-46.151250045221
struct_948,-46.153693626266
struct_949,-46.149946910369
struct_950,-46.145011118059
struct_951,-46.150837405369
struct_952,-46.151954894439
struct_953,-46.152600006086
struct_954,-46.155152823726
struct_955,-46.152517434088
struct_956,-46.152660163337
struct_957,-46.152886047742
struct_958,-46.14916468465
struct_959,-46.147709686179
struct_960,-46.151331873527
struct_961,-46.153467158692
struct_962,-46.152962900589
struct_963,-46.148998252192
struct_964,-46.147495819044
struct_965,-46.15268979387
struct_966,-46.148765693231
struct_967,-46.151847097913
struct_968,-46.154459161734
struct_969,-46.151181777409
struct_970,-46.146688128267
struct_971,-46.147867814761
struct_972,-46.151475096299
struct_973,-46.152214564758
struct_974,-46.15565151401
struct_975,-46.149798647322
struct_976,-46.151364979969
struct_977,-46.152774487301
struct_978,-46.152282832853
struct_979,-46.149548720673
struct_980,-46.150149155471
struct_981,-46.150335958436
struct_982,-46.153199660955
struct_983,-46.147826530421
struct_984,-46.145422163802
struct_985,-46.15296114197
struct_986,-46.149865634587
struct_987,-46.147542955227
struct_988,-46.15688340369
struct_989,-46.150437482665
struct_990,-46.147887159139
struct_991,-46.148630396185
struct_992,-46.151940733282
struct_993,-46.156341622896
struct_994,-46.148139116402
struct_995,-46.15090902212
struct_996,-46.151625674501
struct_997,-46.153385561443
struct_998,-46.150930978845
struct_999,-46.150402264886
struct_1000,-46.147363392189
struct_1001,-46.150411421307
struct_1002,-46.150649578188
struct_1003,-46.155346123534
struct_1004,-46.150483570311
struct_1005,-46.152542526895
struct_1006,-46.151099651106
struct_1007,-46.147393905506
struct_1008,-46.150535978005
struct_1009,-46.151547513156
struct_1010,-46.152858455669
struct_1011,-46.150159474158
struct_1012,-46.150659688586
struct_1013,-46.153467863185
struct_1014,-46.152235734185
struct_1015,-46.148067174436
struct_1016,-46.148024116888
struct_1017,-46.14714743446
struct_1018,-46.15220210299
struct_1019,-46.147502181773
struct_1020,-46.146014872105
struct_1021,-46.152379870409
struct_1022,-46.153564102727
struct_1023,-46.152507054289
struct_1024,-46.148228020392
struct_1025,-46.150543771258
struct_1026,-46.147607527647
struct_1027,-46.151912274176
struct_1028,-46.153821816133
struct_1029,-46.152057119099
struct_1030,-46.147319683755
struct_1031,-46.151904380458
struct_1032,-46.151513003858
struct_1033,-46.152387975703
struct_1034,-46.150083637899
struct_1035,-46.149679245205
struct_1036,-46.153350808555
struct_1037,-46.152798676305
struct_1038,-46.155054729607
struct_1039,-46.148629658104
struct_1040,-46.152835920572
struct_1041,-46.153579295071
